name,salary,year
Tyus Jones,"$9,258,000",2020
George Hill,"$9,133,907",2020
Dwight Powell,"$8,375,000",2017
E'Twaun Moore,"$8,081,363",2017
Kosta Koufos,"$8,046,500",2017
Kevin Garnett,"$8,000,000",2017
Yi Jianlian,"$8,000,000",2017
Anthony Tolliver,"$8,000,000",2017
Trevor Ariza,"$7,806,971",2017
Al-Farouq Aminu,"$7,680,965",2017
Corey Brewer,"$7,612,172",2017
Markieff Morris,"$7,400,000",2017
Cory Joseph,"$7,315,000",2017
Boris Diaw,"$7,000,000",2017
Boban Marjanovic,"$7,000,000",2017
Taj Gibson,"$9,000,000",2020
Lonzo Ball,"$8,719,320",2020
Marvin Bagley III,"$8,556,120",2020
P.J. Tucker,"$8,349,039",2020
Cristiano Felicio,"$8,156,500",2020
Kentavious Caldwell-Pope,"$8,089,282",2020
Thomas Bryant,"$8,000,000",2020
Maxi Kleber,"$8,000,000",2020
RJ Barrett,"$7,839,960",2020
Jae Crowder,"$7,815,533",2020
Ed Davis,"$6,666,667",2017
Victor Oladipo,"$6,552,961",2017
Jeremy Lamb,"$6,511,628",2017
Carl Landry,"$6,500,000",2017
Spencer Hawes,"$6,348,759",2017
Jae Crowder,"$6,286,408",2017
Tarik Black,"$6,191,000",2017
Avery Bradley,"$8,269,663",2017
Darrell Arthur,"$8,070,175",2017
Sergio Rodriguez,"$8,000,000",2017
George Hill,"$8,000,000",2017
Garrett Temple,"$8,000,000",2017
Tyler Zeller,"$8,000,000",2017
Channing Frye,"$7,806,971",2017
Cole Aldrich,"$7,643,979",2017
Festus Ezeli,"$7,400,000",2017
JJ Redick,"$7,377,500",2017
D.J. Augustin,"$7,250,000",2017
Rodney Stuckey,"$7,000,000",2017
Lou Williams,"$7,000,000",2017
Isaiah Thomas,"$6,587,132",2017
Jodie Meeks,"$6,540,000",2017
Aron Baynes,"$6,500,000",2017
Tim Duncan,"$6,393,750",2017
Marco Belinelli,"$6,333,333",2017
Lance Thomas,"$6,191,000",2017
Patrick Patterson,"$6,050,000",2017
CJ Miles,"$4,394,225",2016
Jared Dudley,"$4,375,000",2016
Mario Chalmers,"$4,300,000",2016
J.J. Barea,"$4,290,000",2016
Cody Zeller,"$4,204,200",2016
Kristaps Porzingis,"$4,131,720",2016
Devin Harris,"$4,053,446",2016
Ian Mahinmi,"$4,000,000",2016
Derrick Williams,"$4,000,000",2016
Thabo Sefolosha,"$4,000,000",2016
Nemanja Bjelica,"$3,950,001",2016
Marreese Speights,"$3,815,000",2016
Dante Exum,"$3,777,720",2016
Kyle O'Quinn,"$3,750,000",2016
Patty Mills,"$3,578,947",2016
Matt Barnes,"$3,542,500",2016
Nerlens Noel,"$3,457,800",2016
Evan Turner,"$3,425,510",2016
Willie Cauley-Stein,"$3,398,280",2016
Paul Pierce,"$3,376,000",2016
Alexis Ajinca,"$4,389,607",2016
Jameer Nelson,"$4,345,000",2016
Jason Smith,"$4,300,000",2016
Damian Lillard,"$4,236,287",2016
Aaron Gordon,"$4,171,680",2016
Vince Carter,"$4,088,019",2016
Lavoy Allen,"$4,050,000",2016
Jordan Hill,"$4,000,000",2016
Alan Anderson,"$4,000,000",2016
Raymond Felton,"$3,950,313",2016
Harrison Barnes,"$3,873,398",2016
Alex Len,"$3,807,120",2016
Nick Collison,"$3,750,000",2016
Mario Hezonja,"$3,741,480",2016
Terrence Ross,"$3,553,917",2016
Will Barton,"$3,533,333",2016
Marcus Smart,"$3,431,040",2016
Bojan Bogdanovic,"$3,425,510",2016
Quincy Pondexter,"$3,382,023",2016
Anthony Morrow,"$3,344,000",2016
Ben McLemore,"$2,895,960",2014
Will Bynum,"$2,790,343",2014
Marco Belinelli,"$2,750,000",2014
Terrence Ross,"$2,678,640",2014
Wayne Ellington,"$2,652,000",2014
Eric Bledsoe,"$2,626,474",2014
Kemba Walker,"$2,568,360",2014
Avery Bradley,"$2,511,432",2014
Jason Smith,"$2,500,000",2014
Trey Burke,"$2,438,760",2014
Austin Rivers,"$2,339,040",2014
CJ McCollum,"$2,316,720",2014
CJ Miles,"$2,225,000",2014
Alec Burks,"$2,202,000",2014
Dante Cunningham,"$2,180,000",2014
Greivis Vasquez,"$2,150,188",2014
Markieff Morris,"$2,091,840",2014
Brendan Haywood,"$2,050,000",2014
Nate Robinson,"$2,016,000",2014
Vitor Faverani,"$2,000,000",2014
Brandon Knight,"$2,793,960",2014
Kevin Seraphin,"$2,761,114",2014
Aaron Gray,"$2,690,875",2014
Kentavious Caldwell-Pope,"$2,653,080",2014
Mo Williams,"$2,652,000",2014
Nick Collison,"$2,585,668",2014
DeMarre Carroll,"$2,557,545",2014
Chauncey Billups,"$2,500,000",2014
Andre Drummond,"$2,465,400",2014
Trevor Booker,"$2,350,820",2014
Klay Thompson,"$2,317,920",2014
Quincy Pondexter,"$2,225,479",2014
Meyers Leonard,"$2,222,160",2014
Michael Carter-Williams,"$2,200,920",2014
Jordan Crawford,"$2,162,419",2014
Jeremy Lamb,"$2,111,160",2014
Steven Adams,"$2,090,880",2014
C.J. Watson,"$2,016,000",2014
Jermaine O'Neal,"$2,000,000",2014
Marcus Morris Sr.,"$1,987,320",2014
P.J. Tucker,"$7,969,537",2021
Seth Curry,"$7,834,449",2021
Cristiano Felicio,"$7,529,020",2021
Darrell Arthur,"$7,464,912",2021
Jonathan Isaac,"$7,362,566",2021
Robin Lopez,"$7,300,000",2021
JaMychal Green,"$7,199,760",2021
Aron Baynes,"$7,000,000",2021
Ivica Zubac,"$7,000,000",2021
Lauri Markkanen,"$6,731,508",2021
D.J. Augustin,"$6,666,667",2021
Juancho Hernangomez,"$6,493,000",2021
Milos Teodosic,"$6,300,000",2021
Wesley Johnson,"$6,134,520",2021
Alec Burks,"$6,000,000",2021
Mo Bamba,"$5,969,040",2021
Justin Holiday,"$5,720,000",2021
Dennis Smith Jr.,"$5,686,677",2021
Coby White,"$5,572,680",2021
Alex Abrines,"$5,455,236",2021
LaMelo Ball,"$7,839,960",2021
Derrick Rose,"$7,682,927",2021
Rajon Rondo,"$7,500,000",2021
De'Andre Hunter,"$7,422,000",2021
Doug McDermott,"$7,333,333",2021
Jaren Jackson Jr.,"$7,257,360",2021
Patrick Williams,"$7,068,360",2021
Darius Miller,"$7,000,000",2021
Chris Boucher,"$6,750,000",2021
Darius Garland,"$6,720,720",2021
Trae Young,"$6,571,800",2021
Isaac Okoro,"$6,400,920",2021
Frank Ntilikina,"$6,176,578",2021
Jarrett Culver,"$6,104,280",2021
Ish Smith,"$6,000,000",2021
Onyeka Okongwu,"$5,813,640",2021
Jonathon Simmons,"$5,700,000",2021
Avery Bradley,"$5,635,000",2021
Trey Lyles,"$5,500,000",2021
Jason Smith,"$5,450,000",2021
D'Angelo Russell,"$7,019,698",2018
Rodney Stuckey,"$7,000,000",2018
Lou Williams,"$7,000,000",2018
Carl Landry,"$6,500,000",2018
Tim Duncan,"$6,393,750",2018
Lonzo Ball,"$6,286,560",2018
Karl-Anthony Towns,"$6,216,840",2018
Josh McRoberts,"$6,021,175",2018
Jonathon Simmons,"$6,000,000",2018
Milos Teodosic,"$6,000,000",2018
Wesley Johnson,"$5,882,260",2018
Kristaps Porzingis,"$5,697,054",2018
Jared Sullinger,"$5,628,000",2018
Patrick Beverley,"$5,513,514",2018
Thabo Sefolosha,"$5,500,000",2018
Ben McLemore,"$5,200,000",2018
Nick Young,"$5,192,000",2018
Mike Muscala,"$5,000,000",2018
Marcus Morris Sr.,"$5,000,000",2018
Dante Exum,"$4,992,385",2018
Langston Galloway,"$7,000,000",2018
Boban Marjanovic,"$7,000,000",2018
Jae Crowder,"$6,796,117",2018
Ben Simmons,"$6,434,520",2018
Ed Davis,"$6,352,531",2018
Isaiah Thomas,"$6,261,395",2018
Spencer Hawes,"$6,061,175",2018
Shelvin Mack,"$6,000,000",2018
Alan Williams,"$6,000,000",2018
Ish Smith,"$6,000,000",2018
Alex Abrines,"$5,725,000",2018
Jayson Tatum,"$5,645,400",2018
Brandon Ingram,"$5,519,400",2018
Luis Scola,"$5,500,000",2018
Jason Smith,"$5,450,000",2018
Patrick Patterson,"$5,192,000",2018
Josh Jackson,"$5,090,040",2018
C.J. Watson,"$5,000,000",2018
Dirk Nowitzki,"$5,000,000",2018
Jonathan Isaac,"$4,969,080",2018
Kelly Olynyk,"$1,986,360",2014
Darren Collison,"$1,900,000",2014
Shabazz Muhammad,"$1,887,120",2014
Nikola Vucevic,"$1,793,520",2014
Anthony Randolph,"$1,750,000",2014
Luigi Datome,"$1,750,000",2014
Reggie Evans,"$1,695,635",2014
Tyler Zeller,"$1,633,440",2014
Toney Douglas,"$1,600,000",2014
Pablo Prigioni,"$1,591,350",2014
Tobias Harris,"$1,545,840",2014
Ronny Turiaf,"$1,500,000",2014
James Jones,"$1,500,000",2014
Sergey Karasev,"$1,467,840",2014
Evan Fournier,"$1,422,720",2014
Willie Green,"$1,399,507",2014
Chris Andersen,"$1,399,507",2014
Andray Blatche,"$1,375,604",2014
Jared Sullinger,"$1,365,720",2014
Dennis Schroder,"$1,348,200",2014
John Henson,"$1,905,360",2014
Kawhi Leonard,"$1,887,840",2014
Maurice Harkless,"$1,809,840",2014
Giannis Antetokounmpo,"$1,792,560",2014
Jeff Ayres,"$1,750,000",2014
Iman Shumpert,"$1,703,760",2014
Jeremy Evans,"$1,660,257",2014
Chris Singleton,"$1,618,680",2014
John Lucas III,"$1,600,000",2014
Jodie Meeks,"$1,550,000",2014
Shane Larkin,"$1,536,960",2014
Miroslav Raduljica,"$1,500,000",2014
Gustavo Ayon,"$1,500,000",2014
Nando De Colo,"$1,463,000",2014
Tony Snell,"$1,409,040",2014
Rashard Lewis,"$1,399,507",2014
Scotty Hopson,"$1,388,400",2014
Kenneth Faried,"$1,367,640",2014
Gorgui Dieng,"$1,352,640",2014
Victor Claver,"$1,330,000",2014
Dante Exum,"$5,000,000",2022
Robin Lopez,"$5,000,000",2022
Rui Hachimura,"$4,916,160",2022
Cory Joseph,"$4,910,000",2022
Torrey Craig,"$4,878,049",2022
Deni Avdija,"$4,692,840",2022
Cam Reddish,"$4,670,160",2022
Furkan Korkmaz,"$4,629,630",2022
Bryn Forbes,"$4,500,000",2022
Jeff Green,"$4,500,000",2022
Lonnie Walker IV,"$4,447,896",2022
Ziaire Williams,"$4,373,040",2022
Maurice Harkless,"$4,347,600",2022
Devin Vassell,"$4,235,160",2022
James Bouknight,"$4,154,400",2022
Josh Okogie,"$4,087,904",2022
Jarred Vanderbilt,"$4,050,000",2022
Chandler Hutchison,"$4,019,459",2022
Gorgui Dieng,"$4,000,000",2022
George Hill,"$4,000,000",2022
JaVale McGee,"$5,000,000",2022
Lou Williams,"$5,000,000",2022
Taj Gibson,"$4,910,000",2022
Garrett Temple,"$4,910,000",2022
Bruce Brown,"$4,736,102",2022
Donte DiVincenzo,"$4,675,830",2022
David Nwaba,"$4,650,000",2022
Davion Mitchell,"$4,603,320",2022
Ish Smith,"$4,500,000",2022
Jalen Smith,"$4,458,000",2022
Cameron Johnson,"$4,437,000",2022
Bobby Portis,"$4,347,600",2022
Kevin Huerter,"$4,253,357",2022
P.J. Washington,"$4,215,120",2022
Willie Cauley-Stein,"$4,100,000",2022
Grayson Allen,"$4,054,695",2022
Tyrese Haliburton,"$4,023,600",2022
Tyler Herro,"$4,004,280",2022
Terence Davis,"$4,000,000",2022
Dorian Finney-Smith,"$4,000,000",2022
Jon Leuer,"$10,002,681",2019
Andre Roberson,"$10,000,000",2019
Dwight Powell,"$9,631,250",2019
Dante Exum,"$9,600,000",2019
Josh Richardson,"$9,367,200",2019
Rajon Rondo,"$9,000,000",2019
E'Twaun Moore,"$8,808,685",2019
Kosta Koufos,"$8,739,500",2019
Jerami Grant,"$8,653,847",2019
Kyle Anderson,"$8,641,000",2019
Markelle Fultz,"$8,339,880",2019
CJ Miles,"$8,333,333",2019
Deandre Ayton,"$8,165,160",2019
Lou Williams,"$8,000,000",2019
Cory Joseph,"$7,945,000",2019
JaMychal Green,"$7,666,667",2019
Jeremy Lamb,"$7,488,372",2019
Lonzo Ball,"$7,461,960",2019
Jae Crowder,"$7,305,825",2019
D.J. Augustin,"$7,250,000",2019
Danny Green,"$10,000,000",2019
Darren Collison,"$10,000,000",2019
Matthew Dellavedova,"$9,607,500",2019
Jared Dudley,"$9,530,000",2019
Norman Powell,"$9,367,200",2019
Bogdan Bogdanovic,"$9,000,000",2019
Cristiano Felicio,"$8,740,980",2019
Fred VanVleet,"$8,653,847",2019
Julius Randle,"$8,641,000",2019
Jerryd Bayless,"$8,575,916",2019
Joe Harris,"$8,333,333",2019
Shaun Livingston,"$8,307,692",2019
Garrett Temple,"$8,000,000",2019
P.J. Tucker,"$7,969,537",2019
Karl-Anthony Towns,"$7,839,435",2019
Kyle Korver,"$7,560,000",2019
Darrell Arthur,"$7,464,912",2019
Doug McDermott,"$7,333,333",2019
Marvin Bagley III,"$7,305,600",2019
Dewayne Dedmon,"$7,200,000",2019
Luka Doncic,"$7,683,360",2020
Darrell Arthur,"$7,464,912",2020
Doug McDermott,"$7,333,333",2020
Derrick Rose,"$7,317,073",2020
D.J. Augustin,"$7,250,000",2020
De'Andre Hunter,"$7,068,360",2020
Darius Miller,"$7,000,000",2020
Ersan Ilyasova,"$7,000,000",2020
Nemanja Bjelica,"$6,825,000",2020
Jabari Parker,"$6,500,000",2020
Darius Garland,"$6,400,920",2020
Milos Teodosic,"$6,300,000",2020
Wesley Johnson,"$6,134,520",2020
Ish Smith,"$6,000,000",2020
Jarrett Culver,"$5,813,640",2020
Rodney Hood,"$5,718,000",2020
Mo Bamba,"$5,697,600",2020
Alex Abrines,"$5,455,236",2020
Jason Smith,"$5,450,000",2020
Coby White,"$5,307,120",2020
Joe Harris,"$7,666,667",2020
Seth Curry,"$7,461,380",2020
Langston Galloway,"$7,333,333",2020
Brandon Ingram,"$7,265,485",2020
Lance Thomas,"$7,119,650",2020
Josh Jackson,"$7,059,480",2020
Davis Bertans,"$7,000,000",2020
Jaren Jackson Jr.,"$6,927,480",2020
Jaylen Brown,"$6,534,829",2020
Ivica Zubac,"$6,481,482",2020
De'Aaron Fox,"$6,392,760",2020
Trae Young,"$6,273,000",2020
Montrezl Harrell,"$6,000,000",2020
Marco Belinelli,"$5,846,154",2020
Jonathan Isaac,"$5,806,440",2020
Jonathon Simmons,"$5,700,000",2020
Trey Lyles,"$5,500,000",2020
Aron Baynes,"$5,453,280",2020
Kris Dunn,"$5,348,007",2020
Lauri Markkanen,"$5,300,400",2020
Alexis Ajinca,"$4,961,798",2018
Mike Dunleavy,"$4,837,500",2018
De'Aaron Fox,"$4,609,200",2018
Lauri Markkanen,"$4,536,120",2018
Devin Harris,"$4,402,546",2018
Greivis Vasquez,"$4,347,826",2018
Emmanuel Mudiay,"$4,294,480",2018
Alex Len,"$4,187,599",2018
Frank Ntilikina,"$4,155,720",2018
Leandro Barbosa,"$4,000,000",2018
Jonas Jerebko,"$4,000,000",2018
Stanley Johnson,"$3,940,402",2018
Quincy Pondexter,"$3,853,931",2018
Buddy Hield,"$3,675,480",2018
Drew Gooden,"$3,547,000",2018
Paul Pierce,"$3,527,920",2018
Zaza Pachulia,"$3,477,600",2018
Jodie Meeks,"$3,454,500",2018
Malik Monk,"$3,447,480",2018
Troy Daniels,"$3,408,520",2018
Jaylen Brown,"$4,956,480",2018
Kyle Singler,"$4,666,500",2018
Ron Baker,"$4,544,000",2018
Dragan Bender,"$4,468,800",2018
Justin Holiday,"$4,384,616",2018
Jamal Crawford,"$4,328,000",2018
Kris Dunn,"$4,221,000",2018
Nerlens Noel,"$4,187,599",2018
Julius Randle,"$4,149,242",2018
Jordan Hill,"$4,000,000",2018
Nemanja Bjelica,"$3,949,999",2018
J.J. Barea,"$3,903,900",2018
Willie Cauley-Stein,"$3,704,160",2018
Frank Kaminsky,"$3,627,842",2018
Will Barton,"$3,533,333",2018
Mike Miller,"$3,500,000",2018
Nene Hilario,"$3,477,600",2018
Justise Winslow,"$3,448,926",2018
Myles Turner,"$3,410,284",2018
Jamal Murray,"$3,355,320",2018
Wendell Carter Jr.,"$5,448,840",2021
Malik Monk,"$5,345,687",2021
Alexis Ajinca,"$5,285,394",2021
Donovan Mitchell,"$5,195,501",2021
Bam Adebayo,"$5,115,492",2021
Richaun Holmes,"$5,005,350",2021
Ed Davis,"$5,005,350",2021
Elfrid Payton,"$5,000,000",2021
Nerlens Noel,"$5,000,000",2021
Kyle Singler,"$4,996,000",2021
Pat Connaughton,"$4,938,272",2021
Josh Jackson,"$4,767,000",2021
Garrett Temple,"$4,767,000",2021
Denzel Valentine,"$4,642,800",2021
D.J. Wilson,"$4,548,280",2021
Kevon Looney,"$4,464,226",2021
T.J. Leaf,"$4,326,825",2021
Reggie Bullock,"$4,200,000",2021
Mikal Bridges,"$4,161,000",2021
John Collins,"$4,137,302",2021
Zach Collins,"$5,406,255",2021
Killian Hayes,"$5,307,120",2021
Luke Kennard,"$5,273,826",2021
Rodney McGruder,"$5,192,307",2021
Jaxson Hayes,"$5,105,160",2021
Mike Scott,"$5,005,350",2021
Enes Freedom,"$5,005,350",2021
Daniel Theis,"$5,000,000",2021
Dirk Nowitzki,"$5,000,000",2021
Collin Sexton,"$4,991,880",2021
Obi Toppin,"$4,862,040",2021
Kris Dunn,"$4,767,000",2021
Rui Hachimura,"$4,692,840",2021
Kevin Knox II,"$4,588,680",2021
Deni Avdija,"$4,469,160",2021
Cam Reddish,"$4,458,000",2021
Jalen Smith,"$4,245,720",2021
JaVale McGee,"$4,200,000",2021
Shai Gilgeous-Alexander,"$4,141,320",2021
Nicolo Melli,"$4,102,564",2021
Mason Plumlee,"$1,298,640",2014
Reggie Jackson,"$1,260,360",2014
Solomon Hill,"$1,246,680",2014
Hasheem Thabeet,"$1,200,000",2014
Tim Hardaway Jr.,"$1,196,760",2014
Tony Wroten,"$1,160,040",2014
Patty Mills,"$1,133,950",2014
Cory Joseph,"$1,120,920",2014
Nick Young,"$1,106,942",2014
Perry Jones,"$1,082,520",2014
Marquis Teague,"$1,074,720",2014
Archie Goodwin,"$1,064,400",2014
Kyle Singler,"$1,045,000",2014
Lance Stephenson,"$1,005,000",2014
Ish Smith,"$951,463",2014
Byron Mullens,"$947,907",2014
Austin Daye,"$947,907",2014
Jon Leuer,"$900,000",2014
Shelvin Mack,"$884,293",2014
Ryan Hollins,"$884,293",2014
Francisco Garcia,"$1,265,977",2014
John Jenkins,"$1,258,800",2014
MarShon Brooks,"$1,210,080",2014
Pero Antic,"$1,200,000",2014
Jordan Hamilton,"$1,169,880",2014
Reggie Bullock,"$1,149,000",2014
Miles Plumlee,"$1,121,520",2014
Jimmy Butler,"$1,112,880",2014
Arnett Moultrie,"$1,089,240",2014
Rudy Gobert,"$1,078,800",2014
Festus Ezeli,"$1,066,920",2014
Nemanja Nedovic,"$1,056,720",2014
Anthony Morrow,"$1,027,424",2014
Andrew Bynum,"$1,000,000",2014
Omri Casspi,"$947,907",2014
Alan Anderson,"$947,907",2014
Chandler Parsons,"$926,500",2014
Isaiah Thomas,"$884,293",2014
Jannero Pargo,"$884,293",2014
Josh Harrellson,"$884,293",2014
Thabo Sefolosha,"$4,150,000",2015
Samuel Dalembert,"$4,051,527",2015
Danny Green,"$4,025,000",2015
Mario Chalmers,"$4,000,000",2015
Mo Williams,"$3,965,074",2015
Kevin Seraphin,"$3,898,692",2015
Bismack Biyombo,"$3,873,398",2015
Raymond Felton,"$3,793,693",2015
Thomas Robinson,"$3,678,360",2015
Alex Len,"$3,649,920",2015
Brandon Knight,"$3,553,917",2015
Darrell Arthur,"$3,457,149",2015
Matt Barnes,"$3,396,250",2015
Damian Lillard,"$3,340,920",2015
Tyler Hansbrough,"$3,326,235",2015
Mike Dunleavy,"$3,326,235",2015
Marcus Smart,"$3,283,320",2015
Evan Turner,"$3,278,000",2015
Jason Smith,"$3,278,000",2015
Carlos Boozer,"$3,251,000",2015
Dion Waiters,"$4,062,000",2015
Cody Zeller,"$4,030,560",2015
Ian Mahinmi,"$4,000,000",2015
Aaron Gordon,"$3,992,040",2015
Vince Carter,"$3,911,981",2015
Devin Harris,"$3,878,896",2015
Patty Mills,"$3,842,105",2015
Jonas Valanciunas,"$3,678,360",2015
Marreese Speights,"$3,657,500",2015
Dante Exum,"$3,615,000",2015
Gerald Green,"$3,500,000",2015
Steve Novak,"$3,445,947",2015
Mirza Teletovic,"$3,368,100",2015
Mike Scott,"$3,333,333",2015
Andrei Kirilenko,"$3,326,235",2015
Nerlens Noel,"$3,315,120",2015
Alexey Shved,"$3,282,056",2015
Bojan Bogdanovic,"$3,278,000",2015
Kemba Walker,"$3,272,091",2015
Carlos Delfino,"$3,250,000",2015
Lance Thomas,"$7,119,650",2019
Langston Galloway,"$7,000,000",2019
Davis Bertans,"$7,000,000",2019
Al-Farouq Aminu,"$6,957,105",2019
Luka Doncic,"$6,560,640",2019
Nemanja Bjelica,"$6,500,000",2019
Milos Teodosic,"$6,300,000",2019
Wesley Johnson,"$6,134,520",2019
Jonathon Simmons,"$6,000,000",2019
Ish Smith,"$6,000,000",2019
Brandon Ingram,"$5,757,120",2019
De'Aaron Fox,"$5,470,920",2019
Alex Abrines,"$5,455,236",2019
Jason Smith,"$5,450,000",2019
Trae Young,"$5,356,440",2019
DeMarcus Cousins,"$5,337,000",2019
Thabo Sefolosha,"$5,250,000",2019
Jaylen Brown,"$5,169,960",2019
Tony Parker,"$5,000,000",2019
Alan Williams,"$5,000,000",2019
D'Angelo Russell,"$7,019,698",2019
Boban Marjanovic,"$7,000,000",2019
Ersan Ilyasova,"$7,000,000",2019
Jayson Tatum,"$6,700,800",2019
Mario Hezonja,"$6,500,000",2019
Ben Simmons,"$6,434,520",2019
Marco Belinelli,"$6,153,846",2019
Josh Jackson,"$6,041,520",2019
Montrezl Harrell,"$6,000,000",2019
Jaren Jackson Jr.,"$5,915,040",2019
Kristaps Porzingis,"$5,697,054",2019
Ben McLemore,"$5,460,000",2019
Patrick Patterson,"$5,451,600",2019
Marcus Morris Sr.,"$5,375,000",2019
Dwight Howard,"$5,337,000",2019
Alexis Ajinca,"$5,285,394",2019
Aron Baynes,"$5,193,600",2019
Patrick Beverley,"$5,027,028",2019
Mike Muscala,"$5,000,000",2019
Dirk Nowitzki,"$5,000,000",2019
Willie Cauley-Stein,"$4,100,000",2021
Cameron Johnson,"$4,033,440",2021
Patrick McCaw,"$4,000,000",2021
Terrance Ferguson,"$3,944,013",2021
Jevon Carter,"$3,925,000",2021
O.G. Anunoby,"$3,872,215",2021
Tyrese Haliburton,"$3,831,840",2021
Jake Layman,"$3,761,085",2021
Danuel House Jr.,"$3,717,000",2021
Romeo Langford,"$3,631,200",2021
Wesley Matthews,"$3,623,000",2021
Kyle Kuzma,"$3,562,178",2021
Michael Porter Jr.,"$3,550,800",2021
Derrick White,"$3,516,284",2021
Michael Beasley,"$3,500,000",2021
T.J. McConnell,"$3,500,000",2021
Josh Hart,"$3,491,159",2021
Sekou Doumbouya,"$3,449,400",2021
James Ennis III,"$3,300,000",2021
Troy Brown Jr.,"$3,219,480",2021
Devin Vassell,"$4,033,440",2021
P.J. Washington,"$4,023,600",2021
Dorian Finney-Smith,"$4,000,000",2021
Miles Bridges,"$3,934,320",2021
Jarrett Allen,"$3,909,902",2021
Gabriel Deck,"$3,870,370",2021
Stanley Johnson,"$3,804,150",2021
Jerome Robinson,"$3,737,520",2021
Kira Lewis Jr.,"$3,640,200",2021
Bobby Portis,"$3,623,000",2021
Maurice Harkless,"$3,623,000",2021
Allonzo Trier,"$3,551,000",2021
Tony Bradley,"$3,542,060",2021
Bismack Biyombo,"$3,500,000",2021
Luca Vildoza,"$3,500,000",2021
Boban Marjanovic,"$3,500,000",2021
Aaron Nesmith,"$3,458,400",2021
Michael Carter-Williams,"$3,300,000",2021
Cole Anthony,"$3,285,120",2021
Facundo Campazzo,"$3,200,000",2021
Alexis Ajinca,"$5,285,394",2020
Daniel Theis,"$5,000,000",2020
Kyle Singler,"$4,996,000",2020
Buddy Hield,"$4,861,208",2020
Rodney McGruder,"$4,807,693",2020
Mike Scott,"$4,767,000",2020
JaMychal Green,"$4,767,000",2020
Robin Lopez,"$4,767,000",2020
Enes Freedom,"$4,767,000",2020
Justin Holiday,"$4,767,000",2020
Rui Hachimura,"$4,469,160",2020
Dennis Smith Jr.,"$4,463,640",2020
Kevin Knox II,"$4,380,120",2020
Cam Reddish,"$4,245,720",2020
Mikal Bridges,"$4,161,000",2020
Nicolo Melli,"$4,102,564",2020
Malik Monk,"$4,028,400",2020
Dorian Finney-Smith,"$4,000,000",2020
JaVale McGee,"$4,000,000",2020
P.J. Washington,"$3,831,840",2020
Wendell Carter Jr.,"$5,201,400",2020
Dirk Nowitzki,"$5,000,000",2020
Jaxson Hayes,"$4,862,040",2020
Frank Ntilikina,"$4,855,800",2020
Richaun Holmes,"$4,767,000",2020
Avery Bradley,"$4,767,000",2020
Ed Davis,"$4,767,000",2020
Garrett Temple,"$4,767,000",2020
Frank Kaminsky,"$4,767,000",2020
Collin Sexton,"$4,764,960",2020
Kevon Looney,"$4,464,226",2020
Jamal Murray,"$4,444,746",2020
Luc Mbah a Moute,"$4,320,500",2020
Zach Collins,"$4,240,200",2020
Alex Len,"$4,160,000",2020
Cameron Johnson,"$4,033,440",2020
Patrick McCaw,"$4,000,000",2020
Reggie Bullock,"$4,000,000",2020
Shai Gilgeous-Alexander,"$3,952,920",2020
Luke Kennard,"$3,827,160",2020
Andrew Wiggins,"$6,006,600",2017
Wayne Ellington,"$6,000,000",2017
Ish Smith,"$6,000,000",2017
Karl-Anthony Towns,"$5,960,160",2017
Otto Porter Jr.,"$5,893,981",2017
Shaun Livingston,"$5,782,450",2017
Brandan Wright,"$5,709,880",2017
Tyler Johnson,"$5,628,000",2017
Tony Allen,"$5,505,618",2017
Nick Young,"$5,443,918",2017
D'Angelo Russell,"$5,332,800",2017
P.J. Tucker,"$5,300,000",2017
Kyle Korver,"$5,239,437",2017
Langston Galloway,"$5,200,000",2017
Brandon Jennings,"$5,000,000",2017
Roy Hibbert,"$5,000,000",2017
Kyle Singler,"$4,837,500",2017
Joel Embiid,"$4,826,160",2017
Jahlil Okafor,"$4,788,840",2017
Alexis Ajinca,"$4,638,203",2017
Ramon Sessions,"$6,000,000",2017
Patrick Beverley,"$6,000,000",2017
Alex Abrines,"$5,994,764",2017
Ben Simmons,"$5,903,160",2017
Nikola Mirotic,"$5,782,450",2017
Josh McRoberts,"$5,782,450",2017
Wesley Johnson,"$5,628,000",2017
Jared Sullinger,"$5,628,000",2017
Luis Scola,"$5,500,000",2017
Jabari Parker,"$5,374,320",2017
Cody Zeller,"$5,318,313",2017
Brandon Ingram,"$5,281,680",2017
Darren Collison,"$5,229,454",2017
C.J. Watson,"$5,000,000",2017
Jonas Jerebko,"$5,000,000",2017
Jason Smith,"$5,000,000",2017
Mike Dunleavy,"$4,837,500",2017
Alex Len,"$4,823,621",2017
Jaylen Brown,"$4,743,000",2017
Marcus Morris Sr.,"$4,625,000",2017
Mike Scott,"$3,333,333",2016
Andre Drummond,"$3,272,091",2016
Ben McLemore,"$3,156,600",2016
Julius Randle,"$3,132,240",2016
Emmanuel Mudiay,"$3,102,240",2016
Jeremy Lamb,"$3,034,356",2016
D.J. Augustin,"$3,000,000",2016
Anthony Tolliver,"$3,000,000",2016
Tibor Pleiss,"$2,900,000",2016
Maurice Harkless,"$2,894,059",2016
Nik Stauskas,"$2,869,440",2016
Udonis Haslem,"$2,854,940",2016
Dante Cunningham,"$2,850,000",2016
Furkan Aldemir,"$2,836,768",2016
Manu Ginobili,"$2,814,000",2016
Darrell Arthur,"$2,814,000",2016
Kevin Seraphin,"$2,814,000",2016
Trey Burke,"$2,658,240",2016
